word,word_len,uni_prob,bi_prob,pos_uni_freq,pos_bi_freq
M UW SH,3,-12.16150826547578,-14.008767944144143,1.0840761745542078,1.000894384936325
D AE L,3,-9.873614013724502,-11.218666564493976,1.1945095076581596,1.0081719629071437
S ER T,3,-8.980218509203294,-10.341517231049124,1.2032028942132396,1.007128357389494
CH UW DH,3,-16.52412668462599,-15.236651345615767,1.0338019912695473,1.0002340142331674
K N OW P,4,-13.491272962893412,-17.896196566403976,1.2121145289057014,1.0011693402867912
S EH M,3,-9.71537528705848,-10.137561097451318,1.2275583529742236,1.0133986625907079
DH AY P,3,-14.599680585692337,-16.856344545719633,1.0715396843671272,1.0017232233742932
D AY P,3,-11.136774480869192,-12.684049455770854,1.132198666786501,1.0055668387021652
D AE S,3,-9.864346643604586,-11.28604623816262,1.2088886950577598,1.007819339782903
B AO TH,3,-13.845870601480208,-12.477012369353455,1.0927972658677314,1.0017093413287141
S EH R,3,-9.20100755686809,-10.296465847146248,1.2553372190949774,1.0210388302825937
TH AO G,3,-14.433657266382328,-14.886641905903938,1.0581250231261956,1.001249855659659
V ER N,3,-10.364599221360088,-10.525634555081867,1.1411725190542008,1.0040184901606424
DH IY G,3,-14.430207712635216,-17.01650457110116,1.0627081402354206,1.0007828950429842
Z AE N,3,-10.731735364091858,-13.364778227582724,1.1588431345042505,1.0124191021930466
K AE G,3,-11.175234284747521,-11.852579688899896,1.1739055488793515,1.0112024274516669
N AO TH,3,-12.61329687593166,-15.00300583452846,1.0623707513336373,1.0015928681369606
Z UW SH,3,-13.149772496975025,-16.983767399739854,1.0339733298303362,1.0003120189775565
TH ER Z,3,-13.485183894879103,-13.242508791592682,1.0600074595382467,1.0011668676168568
T EY N,3,-9.268207650754302,-10.651161023046571,1.1574303435123834,1.0042617590908625
F AE L,3,-10.542227157279054,-10.319586999210031,1.1795679156994525,1.0092978704274296
M UW DH,3,-14.754696691796024,-16.18347898504209,1.0782774831778021,1.000855204589187
N IY N,3,-8.402775826086925,-12.125421431410475,1.1556520905904006,1.0038289955229125
Y IY SH,3,-12.404859511452123,-17.85803374046279,1.0599057821383941,1.0003120189775565
F IH K,3,-9.811265209920702,-9.254508448491537,1.2044209467673626,1.0128857327194418
N EY S,3,-9.399069007515115,-12.496348946462739,1.1275286847543702,1.003714302080592
V AW JH,3,-14.566836913799252,-16.920958537454254,1.037207681645895,1.0001556535388916
S AY P,3,-10.585888612884427,-12.210856964018328,1.1755486881316324,1.0050621215378992
SH AH JH,3,-11.183738988959625,-10.708545982133048,1.1041430218204136,1.0019518983591609
F ER T,3,-10.199717520742611,-10.309452954190249,1.1449112809094013,1.0047600691571688
L EY L,3,-9.610883271044658,-11.264980781616037,1.1225413551573855,1.0041004103537845
Y AO SH,3,-13.659551120853894,-17.02940695535797,1.0505879267980984,1.0006236820052263
P AE G,3,-11.620989936883229,-11.951011541708967,1.1614477540254686,1.0077858804935584
G AY N,3,-11.339241662653222,-12.225102967142716,1.150331219528472,1.0044238197277136
D IH V,3,-10.354758303085099,-9.057599977234872,1.1885276055285614,1.0319870060767689
G IH S,3,-9.984154423575598,-10.732849037345986,1.2099121270829762,1.022986049574014
F AE S,3,-10.532959787159138,-10.386966672878675,1.193947103099053,1.0089452473031886
HH M IH T,4,-13.730448762653369,-16.73969898768749,1.1710082749476405,1.0035479960921472
R IH S,3,-8.465995706486753,-8.747386868188068,1.2423567267647397,1.0341286515851176
T AY B,3,-10.81387316428,-14.454360184773943,1.0996080337535994,1.0032712159659296
Y AO CH,3,-14.631667447458698,-17.732471410916546,1.0501177626324438,1.000388599922399
R AO SH,3,-11.573552178627901,-14.834787577221924,1.1013893394577017,1.0008954527859848
TH EY TH,3,-15.117448365111322,-17.458051906632495,1.0388101281176685,1.0001955457858027
TH AH CH,3,-13.021893627479448,-15.037527866027641,1.097173519732984,1.001248787809999
R EH M,3,-9.824297437130593,-10.371936509828009,1.1805990639611448,1.0137092577687177
JH AW CH,3,-15.512757908206028,-16.114464654268733,1.0323726926954235,1.0002731945803052
Y IY DH,3,-14.998047937772366,-19.121227328239243,1.0541070907619887,1.000390379671832
P EY M,3,-10.896086705169779,-11.854672346513572,1.1513956136190158,1.0042065609988255
M EY P,3,-10.896086705169779,-12.93009428739884,1.1144210103924093,1.0033103963130674
HH AE S,3,-11.384386741753644,-9.403397545080823,1.1851373852428804,1.0105758719877405
Z UW B,3,-12.768463152746197,-18.003693622144173,1.0508208790996227,1.0011739866145897
G IY DH,3,-14.430207712635216,-17.047840672736424,1.0724639037398285,1.0003127308773296
K IY S,3,-9.024027514633092,-11.656589079154365,1.214701415648897,1.004616517914423
F UW TH,3,-14.099663767418175,-14.285831363721217,1.0776186141011954,1.0010543098738562
SH AW CH,3,-15.036849849455468,-16.592815100676166,1.0294619929632078,1.0002731945803052
M AH N,3,-8.296634194206522,-7.252080203159403,1.2258345920324083,1.0283349176475178
F IY K,3,-10.24352652617241,-12.060965010793732,1.1449807945757253,1.005001202388069
P ER D,3,-10.342414028051325,-9.517349950672834,1.1493981795339718,1.0084345048504568
CH EY G,3,-13.612149271058252,-16.28556373583304,1.0508255090808714,1.0008576962383935
G AW Z,3,-14.462161408798039,-13.809076058421459,1.0563502516425918,1.000585925457635
HH IY N,3,-10.666981315510462,-11.284940461453305,1.1729222423348802,1.003712522331159
T IH S,3,-8.226212199653828,-9.050313730922616,1.2246984817226316,1.024150781491551
