word,word_len,uni_prob,uni_prob_freq_weighted,uni_prob_smoothed,uni_prob_freq_weighted_smoothed,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
B AO TH,3,-13.843727371386896,nan,-13.84215467954802,nan,-12.407322822799612,nan,-12.436594025167567,nan,1.0939754513470585,nan,1.0939508009237917,nan,1.0018482201667838,nan,1.0018196665920744,nan
B AW JH,3,-14.15567708604401,nan,-14.153915057931265,nan,-15.42072647162485,nan,-14.797859762827676,nan,1.0732150688256,nan,1.0732208234633236,nan,1.0008296439111706,nan,1.0008563649849231,nan
CH AO B,3,-13.47081854647399,nan,-13.469712638187067,nan,-19.051856767954895,nan,-18.79990899296943,nan,1.067367497594882,nan,1.0673815083145615,nan,1.0004179924345393,nan,1.0004668800580352,nan
CH AO CH,3,-14.829591841614132,nan,-14.827718051615761,nan,-19.08011720550252,nan,-18.5418718674344,nan,1.050455227609389,nan,1.0504943814133303,nan,1.0001889323444424,nan,1.0002503907922946,nan
CH AO D,3,-12.986763163772602,nan,-12.985759205669204,nan,-15.65100894347612,nan,-15.464825646242689,nan,1.0795840357333868,nan,1.0795798844057443,nan,1.0006088758429534,nan,1.0006472877794856,nan
CH AO G,3,-14.065110513191314,nan,-14.063788967233165,nan,-16.86062147348288,nan,-16.685261330401275,nan,1.0596176312132677,nan,1.0596431634817174,nan,1.000952465978099,nan,1.0009720216780964,nan
CH AO NG,3,-14.376009798645795,nan,-14.374512785997176,nan,-14.577663861875699,nan,-14.416719382875183,nan,1.0537384222341122,nan,1.0537726949878357,nan,1.0012578794315616,nan,1.0012606740324173,nan
CH AO SH,3,-13.861904408082804,nan,-13.860671359774987,nan,-18.121528069856517,nan,-17.870098761012667,nan,1.0508369944262173,nan,1.0508755806661796,nan,1.0004179924345393,nan,1.0004668800580352,nan
CH AO TH,3,-15.202500666527037,nan,-15.200160092976713,nan,-16.395786705795075,nan,-16.235816714748765,nan,1.0491953971138557,nan,1.049236423878927,nan,1.000265285707808,nan,1.0003225538808747,nan
CH AO Z,3,-14.045562810906073,nan,-14.044250580624038,nan,-15.858212631332531,nan,-15.661858747886043,nan,1.061984585477603,nan,1.062006598849384,nan,1.000685229206319,nan,1.0007194508680657,nan
CH UW DH,3,-16.48666211946548,nan,-16.480726520514793,nan,-15.261459747629953,nan,-15.28820099229679,nan,1.03425559668911,nan,1.0343186289555288,nan,1.0002275967921181,nan,1.0002869083401318,nan
CH UW SH,3,-13.927979919218846,nan,-13.926714772091977,nan,-13.084251333869625,nan,-13.125174339313242,nan,1.040020275623217,nan,1.0400747376735557,nan,1.000265773473801,nan,1.000322989884422,nan
CH UW TH,3,-15.268576177663078,nan,-15.266203505293706,nan,-12.914222482886121,nan,-12.97570563801034,nan,1.0383786783108555,nan,1.038435580886303,nan,1.0007620703356777,nan,1.0007920499601932,nan
CH UW V,3,-13.949827858744715,nan,-13.948554035947149,nan,-12.694264243848277,nan,-12.731764507383982,nan,1.0548328281161545,nan,1.0548652686841151,nan,1.000685716972312,nan,1.000719886871613,nan
CH UW ZH,3,-16.507175659298582,nan,-16.501135392146,nan,-13.560412373679021,nan,-13.713034686680809,nan,1.032728529421797,nan,1.032793831944131,nan,1.0003421268371666,nan,1.0003951529730022,nan
D AO TH,3,-13.359671988685509,nan,-13.358201247030156,nan,-13.233581557089177,nan,-13.253479408911428,nan,1.1037675574030996,nan,1.1037285452733838,nan,1.001659775588334,nan,1.00164143888836,nan
F AW JH,3,-14.334761793019224,nan,-14.332947661572128,nan,-16.075469550063794,nan,-15.43054544235464,nan,1.0685073255294264,nan,1.0685199848337121,nan,1.0004527547542716,nan,1.0004999095774945,nan
F UW DH,3,-15.30697353130055,nan,-15.301753710726965,nan,-16.675578061260065,nan,-16.614123958294982,nan,1.0743279076261394,nan,1.0743321673707822,nan,1.0004914192019474,nan,1.0005364271253316,nan
F UW SH,3,-12.748291331053917,nan,-12.747741962304147,nan,-14.498369647499734,nan,-14.451097305311434,nan,1.0800925865602464,nan,1.080088276088809,nan,1.0005295958836302,nan,1.0005725086696218,nan
F UW TH,3,-14.08888758949815,nan,-14.087230695505877,nan,-14.328340796516231,nan,-14.301628604008533,nan,1.0784509892478849,nan,1.0784491193015564,nan,1.001025892745507,nan,1.001041568745393,nan
F UW V,3,-12.770139270579786,nan,-12.76958122615932,nan,-14.108382557478388,nan,-14.057687473382174,nan,1.0949051390531839,nan,1.0948788070993685,nan,1.0009495393821413,nan,1.0009694056568128,nan
F UW ZH,3,-15.327487071133653,nan,-15.322162582358171,nan,-14.97453068730913,nan,-15.038957652679004,nan,1.0728008403588263,nan,1.0728073703593843,nan,1.0006059492469959,nan,1.000644671758202,nan
G AO B,3,-12.706337218051171,nan,-12.705783553804471,nan,-16.38203155610828,nan,-16.307873939456872,nan,1.08597249910136,nan,1.0859592225787862,nan,1.0010210150855776,nan,1.0010372087099209,nan
G AO CH,3,-14.065110513191314,nan,-14.063788967233165,nan,-16.410291993655907,nan,-16.04983681392184,nan,1.069060229115867,nan,1.069072095677555,nan,1.0007919549954807,nan,1.0008207194441803,nan
G AO TH,3,-14.438019338104219,nan,-14.436231008594117,nan,-13.725961493948457,nan,-13.743781661236206,nan,1.0678003986203337,nan,1.0678141381431516,nan,1.0008683083588463,nan,1.0008928825327603,nan
G AW CH,3,-15.24600119911512,nan,-15.2436194662375,nan,-15.31641268472173,nan,-15.188481214044408,nan,1.044863945242954,nan,1.0449113249414417,nan,1.0003411513051808,nan,1.0003942809659077,nan
G AW D,3,-13.403172521273591,nan,-13.401660620290944,nan,-13.879734587385531,nan,-13.77731421619175,nan,1.0739927533669518,nan,1.0739968279338556,nan,1.0006847414403262,nan,1.0007190148645186,nan
G AW R,3,-12.953811210121415,nan,-12.952358581318173,nan,-16.33930158488782,nan,-16.201116305810967,nan,1.1141546224972871,nan,1.1140989893336195,nan,1.0004556813502292,nan,1.000502525598778,nan
G AW TH,3,-15.618910024028025,nan,-15.616061507598456,nan,-14.942966080823021,nan,-14.839265280946275,nan,1.0436041147474207,nan,1.0436533674070383,nan,1.0006465647586433,nan,1.0006829333202285,nan
G AW Z,3,-14.461972168407062,nan,-14.46015199524578,nan,-13.953406882617422,nan,-13.841365929807818,nan,1.056393303111168,nan,1.0564235423774955,nan,1.0005702113952777,nan,1.0006107702316482,nan
G UW DH,3,-15.72218079104266,nan,-15.7167974361322,nan,-16.784530771733934,nan,-16.733986637033517,nan,1.052860598195588,nan,1.0528963432197536,nan,1.0005667970333272,nan,1.0006077182068174,nan
G UW SH,3,-13.163498590796028,nan,-13.162785687709384,nan,-14.607322357973606,nan,-14.570959984049969,nan,1.0586252771296951,nan,1.0586524519377805,nan,1.00060497371501,nan,1.0006437997511075,nan
G UW TH,3,-14.50409484924026,nan,-14.50227442091111,nan,-14.437293506990102,nan,-14.421491282747068,nan,1.0569836798173335,nan,1.0570132951505278,nan,1.0011012705768867,nan,1.0011128598268788,nan
G UW V,3,-13.185346530321898,nan,-13.184624951564555,nan,-14.217335267952258,nan,-14.177550152120709,nan,1.0734378296226326,nan,1.0734429829483398,nan,1.001024917213521,nan,1.0010406967382985,nan
G UW ZH,3,-15.742694330875764,nan,-15.737206307763408,nan,-15.083483397783002,nan,-15.15882033141754,nan,1.051333530928275,nan,1.0513715462083557,nan,1.0006813270783756,nan,1.0007159628396878,nan
HH UW DH,3,-16.1530007434863,nan,-16.147358269831173,nan,-15.343678535384445,nan,-15.334975056658113,nan,1.0654020263365944,nan,1.0654193773290388,nan,1.000981375105916,nan,1.0009998191549887,nan
HH UW SH,3,-13.594318543239666,nan,-13.593346521408357,nan,-13.166470121624114,nan,-13.171948403674564,nan,1.0711667052707015,nan,1.0711754860470657,nan,1.0010195517875988,nan,1.0010359006992788,nan
HH UW ZH,3,-16.173514283319403,nan,-16.16776714146238,nan,-13.64263116143351,nan,-13.759808751042135,nan,1.0638749590692813,nan,1.063894580317641,nan,1.0010959051509645,nan,1.001108063787859,nan
JH AO B,3,-12.974786400120204,nan,-12.974084558926927,nan,-17.4305007952898,nan,-17.33423476170827,nan,1.0738076904240474,nan,1.0738122555598701,nan,1.0008325705071281,nan,1.0008589810062065,nan
JH AW,2,-10.30849666073046,nan,-10.306779199759719,nan,-13.492116891555234,nan,-13.258605023383726,nan,1.0242239132320536,nan,1.0242636145839825,nan,1.0001130667470697,nan,1.0001425821629715,nan
JH AW CH,3,-15.514450381184151,nan,-15.511920471359957,nan,-16.364881923903248,nan,-16.10797889075344,nan,1.0326991365656415,nan,1.0327643579225256,nan,1.000265773473801,nan,1.000322989884422,nan
JH AW D,3,-13.671621703342623,nan,-13.6699616254134,nan,-14.92820382656705,nan,-14.696811892900783,nan,1.0618279446896393,nan,1.0618498609149396,nan,1.0006093636089464,nan,1.000647723783033,nan
JH AW JH,3,-15.018418234830365,nan,-15.01629239209982,nan,-18.55976244036827,nan,-17.68403097359216,nan,1.0348752074215626,nan,1.0349371936637675,nan,1.0001512434287525,nan,1.0002147452515517,nan
JH AW R,3,-13.222260392190446,nan,-13.220659586440629,nan,-17.38777082406934,nan,-17.12061398252,nan,1.1019898138199746,nan,1.1019520223147035,nan,1.0003803035188494,nan,1.0004312345172923,nan
JH AW Z,3,-14.730421350476096,nan,-14.728453000368237,nan,-15.00187612179894,nan,-14.76086360651685,nan,1.0442284944338556,nan,1.0442765753585794,nan,1.000494833563898,nan,1.0005394791501625,nan
JH UW DH,3,-15.990629973111691,nan,-15.985098441254657,nan,-15.422201333281173,nan,-15.43247087444232,nan,1.0406957895182756,nan,1.0407493762008375,nan,1.001659775588334,nan,1.00164143888836,nan
JH UW SH,3,-13.431947772865058,nan,-13.43108669283184,nan,-13.244992919520845,nan,-13.269444221458771,nan,1.0464604684523826,nan,1.0465054849188644,nan,1.001697952270017,nan,1.0016775204326502,nan
L AW CH,3,-13.62450341616788,nan,-13.622507897172284,nan,-14.738294116889282,nan,-14.727945481899113,nan,1.0494963646463886,nan,1.0495369501529794,nan,1.0005295958836302,nan,1.0005725086696218,nan
L AW JH,3,-13.128471269814092,nan,-13.126879817912144,nan,-16.933174633354305,nan,-16.303997564737834,nan,1.0516724355023097,nan,1.0517097858942213,nan,1.0004150658385818,nan,1.0004642640367516,nan
L AW TH,3,-13.997412241080784,nan,-13.994949938533235,nan,-14.364847512990574,nan,-14.378729548800981,nan,1.0482365341508553,nan,1.048278992618576,nan,1.0008350093370928,nan,1.0008611610239426,nan
M UW DH,3,-14.711587083145329,nan,-14.706509837254664,nan,-16.182817124769215,nan,-16.16172491958755,nan,1.0792239606541598,nan,1.0792210395455781,nan,1.0009059972745362,nan,1.0009285280735032,nan
M UW SH,3,-12.152904882898694,nan,-12.152498088831848,nan,-14.005608711008884,nan,-13.998698266604,nan,1.0849886395882669,nan,1.084977148263605,nan,1.000944173956219,nan,1.0009646096177933,nan
M UW ZH,3,-14.732100622978432,nan,-14.726918708885872,nan,-14.48176975081828,nan,-14.58655861397157,nan,1.0776968933868467,nan,1.0776962425341803,nan,1.0010205273195847,nan,1.0010367727063736,nan
N AO B,3,-10.881663685034614,nan,-10.8815137258053,nan,-17.631475651569765,nan,-17.55568952284024,nan,1.0812647558051864,nan,1.0812583839491747,nan,1.0017371044836856,nan,1.001714473984035,nan
N AO D,3,-10.397608302333229,nan,-10.397560293287437,nan,-14.23062782709099,nan,-14.220606176113497,nan,1.0934812939436913,nan,1.0934567600403575,nan,1.0019279878920997,nan,1.0018948817054854,nan
N AO NG,3,-11.78685493720642,nan,-11.78631387361541,nan,-13.15728274549057,nan,-13.172499912745991,nan,1.0676356804444167,nan,1.067649570622449,nan,1.002576991480708,nan,1.002508267958417,nan
N AO TH,3,-12.613345805087661,nan,-12.611961180594946,nan,-14.975405589409943,nan,-14.991597244619573,nan,1.0630926553241602,nan,1.0631132995135402,nan,1.0015843977569543,nan,1.0015701478068744,nan
N AW CH,3,-13.421327666098563,nan,-13.41934963823833,nan,-16.13507386409076,nan,-16.096214448582458,nan,1.0401562019467805,nan,1.0402104863118302,nan,1.000265773473801,nan,1.000322989884422,nan
N AW D,3,-11.578498988257033,nan,-11.577390792291773,nan,-14.698395766754563,nan,-14.685047450729801,nan,1.0692850100707783,nan,1.0692959893042442,nan,1.0006093636089464,nan,1.000647723783033,nan
N AW JH,3,-12.925295519744775,nan,-12.92372155897819,nan,-18.329954380555783,nan,-17.67226653142118,nan,1.0423322728027016,nan,1.042383322053072,nan,1.0001512434287525,nan,1.0002147452515517,nan
N AW TH,3,-13.794236491011468,nan,-13.791791679599282,nan,-15.761627260192054,nan,-15.746998515484327,nan,1.0388963714512471,nan,1.0389525287774268,nan,1.0005711869272635,nan,1.0006116422387428,nan
P AW JH,3,-13.799693318994319,nan,-13.798010867907713,nan,-15.50465515660297,nan,-14.876021539850386,nan,1.0984109109467208,nan,1.0983797118090044,nan,1.0007919549954807,nan,1.0008207194441803,nan
P UW DH,3,-14.771905057275646,nan,-14.76681691706255,nan,-16.03065569564552,nan,-16.000657520157276,nan,1.1042314930434338,nan,1.1041918943460745,nan,1.0004537302862575,nan,1.0005007815845888,nan
P UW SH,3,-12.213222857029011,nan,-12.212805168639733,nan,-13.85344728188519,nan,-13.837630867173727,nan,1.1099961719775409,nan,1.1099480030641014,nan,1.0004919069679403,nan,1.000536863128879,nan
P UW ZH,3,-14.79241859710875,nan,-14.787225788693757,nan,-14.329608321694586,nan,-14.425491214541298,nan,1.1027044257761207,nan,1.1026670973346766,nan,1.000568260331306,nan,1.0006090262174592,nan
R AO CH,3,-12.537401852620427,nan,-12.536457166696431,nan,-15.907385196901743,nan,-15.552118979402339,nan,1.1012988552080634,nan,1.1012634386131348,nan,1.000641199332721,nan,1.0006781372812088,nan
R AO SH,3,-11.569714419089099,nan,-11.569410474855657,nan,-14.948796061255733,nan,-14.880345872980607,nan,1.1016806220248916,nan,1.101644637865984,nan,1.000870259422818,nan,1.0008946265469494,nan
R AW JH,3,-13.222260392190446,nan,-13.220659586440629,nan,-15.71132317704064,nan,-15.091355924093422,nan,1.0792786421910714,nan,1.0792755036182633,nan,1.0006035104170312,nan,1.000642491740466,nan
SH AO B,3,-12.503131112942661,nan,-12.502665946346292,nan,-17.715475061719683,nan,-17.628126025702294,nan,1.0706440869290188,nan,1.0706532920007712,nan,1.0010587040012675,nan,1.0010728542506637,nan
SH AO CH,3,-13.861904408082804,nan,-13.860671359774987,nan,-17.74373549926731,nan,-17.37008890016726,nan,1.053731816943526,nan,1.05376616509954,nan,1.0008296439111706,nan,1.0008563649849231,nan
SH AO D,3,-12.019075730241275,nan,-12.01871251382843,nan,-14.314627237240908,nan,-14.293042678975551,nan,1.0828606250675237,nan,1.082851668091954,nan,1.0012495874096816,nan,1.0012532619721142,nan
SH AO G,3,-13.097423079659986,nan,-13.09674227539239,nan,-15.52423976724767,nan,-15.513478363134137,nan,1.0628942205474046,nan,1.0629149471679271,nan,1.0015931775448272,nan,1.001577995870725,nan
SH AO NG,3,-13.408322365114467,nan,-13.407466094156401,nan,-13.241282155640487,nan,-13.244936415608045,nan,1.057015011568249,nan,1.0570444786740454,nan,1.0018985909982898,nan,1.0018666482250458,nan
SH AO SH,3,-12.894216974551476,nan,-12.893624667934212,nan,-16.7851463636213,nan,-16.69831579374553,nan,1.0541135837603541,nan,1.0541473643523893,nan,1.0010587040012675,nan,1.0010728542506637,nan
SH AO TH,3,-14.234813232995709,nan,-14.233113401135938,nan,-15.059404999559861,nan,-15.064033747481627,nan,1.0524719864479926,nan,1.0525082075651366,nan,1.0009059972745362,nan,1.0009285280735032,nan
SH AO Z,3,-13.077875377374745,nan,-13.077203888783263,nan,-14.52183092509732,nan,-14.490075780618906,nan,1.06526117481174,nan,1.0652783825355938,nan,1.0013259407730473,nan,1.0013254250606942,nan
SH AW CH,3,-15.04279509400661,nan,-15.040501858779322,nan,-16.804006870160393,nan,-16.601583454253287,nan,1.0295355330706129,nan,1.0296053943634267,nan,1.000265773473801,nan,1.000322989884422,nan
SH AW D,3,-13.199966416165081,nan,-13.198543012832765,nan,-15.367328772824195,nan,-15.19041645640063,nan,1.0586643411946106,nan,1.0586908973558407,nan,1.0006093636089464,nan,1.000647723783033,nan
SH AW JH,3,-14.546762947652823,nan,-14.544873779519182,nan,-18.998887386625416,nan,-18.17763553709201,nan,1.031711603926534,nan,1.0317782301046685,nan,1.0001512434287525,nan,1.0002147452515517,nan
SH AW L,3,-12.65681598263655,nan,-12.655461205331507,nan,-15.873914133312553,nan,-15.680737797869517,nan,1.0882512694988025,nan,1.0882338394516742,nan,1.0006475402906292,nan,1.0006838053273228,nan
SH AW TH,3,-15.415703918919515,nan,-15.412943900140274,nan,-16.430560266261686,nan,-16.252367521155154,nan,1.0282757025750795,nan,1.0283474368290233,nan,1.0005711869272635,nan,1.0006116422387428,nan
SH AW Z,3,-14.258766063298552,nan,-14.257034387787598,nan,-15.441001068056085,nan,-15.254468170016697,nan,1.041064890938827,nan,1.0411176117994805,nan,1.000494833563898,nan,1.0005394791501625,nan
SH UW DH,3,-15.51897468593415,nan,-15.51367982867402,nan,-16.894799266035466,nan,-16.881080681997013,nan,1.037532186023247,nan,1.0375904126417386,nan,1.0005291081176373,nan,1.0005720726660745,nan
SH UW TH,3,-14.30088874413175,nan,-14.299156813452932,nan,-14.547562001291634,nan,-14.568585327710561,nan,1.0416552676449924,nan,1.0417073645725128,nan,1.0010635816611968,nan,1.001077214286136,nan
SH UW V,3,-12.982140425213387,nan,-12.981507344106374,nan,-14.32760376225379,nan,-14.324644197084204,nan,1.0581094174502914,nan,1.0581370523703248,nan,1.0009872282978312,nan,1.0010050511975557,nan
SH UW ZH,3,-15.539488225767254,nan,-15.534088700305226,nan,-15.193751892084535,nan,-15.30591437638103,nan,1.0360051187559338,nan,1.0360656156303407,nan,1.0006436381626858,nan,1.000680317298945,nan
T AW CH,3,-13.482646487974431,nan,-13.480663550355782,nan,-15.287449334272555,nan,-15.255849018415162,nan,1.0597027521124929,nan,1.0597283683019774,nan,1.00060497371501,nan,1.0006437997511075,nan
T AW JH,3,-12.986614341620644,nan,-12.985035471095642,nan,-17.482329850737578,nan,-16.831901101253884,nan,1.061878822968414,nan,1.0619012040432192,nan,1.0004904436699615,nan,1.0005355551182373,nan
TH AO B,3,-13.843727371386896,nan,-13.84215467954802,nan,-17.095589743390942,nan,-17.042615930451216,nan,1.0659363436328453,nan,1.0659524533711595,nan,1.0006818148443686,nan,1.000716398843235,nan
TH AO CH,3,-15.202500666527037,nan,-15.200160092976713,nan,-17.123850180938568,nan,-16.784578804916183,nan,1.0490240736473524,nan,1.0490653264699283,nan,1.0004527547542716,nan,1.0004999095774945,nan
TH AO G,3,-14.438019338104219,nan,-14.436231008594119,nan,-14.904354448918928,nan,-14.92796826788306,nan,1.058186477251231,nan,1.0582141085383154,nan,1.0012162883879283,nan,1.0012215404632963,nan
TH AO SH,3,-14.234813232995709,nan,-14.233113401135938,nan,-16.16526104529256,nan,-16.112805698494455,nan,1.0494058404641806,nan,1.0494465257227776,nan,1.0006818148443686,nan,1.000716398843235,nan
TH AO TH,3,-15.575409491439943,nan,-15.572602134337668,nan,-14.43951968123112,nan,-14.47852365223055,nan,1.047764243151819,nan,1.047807368935525,nan,1.0005291081176373,nan,1.0005720726660745,nan
V AW JH,3,-14.568610887178693,nan,-14.566713043374355,nan,-17.6703913901092,nan,-16.9784296989055,nan,1.0369089525255095,nan,1.0369679559517595,nan,1.0001512434287525,nan,1.0002147452515517,nan
V AW R,3,-12.772453044538775,nan,-12.771080237715164,nan,-16.498399773810267,nan,-16.415012707833338,nan,1.1040235589239216,nan,1.1039827846026955,nan,1.0003803035188494,nan,1.0004312345172923,nan
V AW TH,3,-15.437551858445385,nan,-15.434783163995448,nan,-15.102064269745467,nan,-15.053161682968646,nan,1.033473051174055,nan,1.0335371626761143,nan,1.0005711869272635,nan,1.0006116422387428,nan
W UW DH,3,-15.966367507699736,nan,-15.960851061228887,nan,-16.69043211729583,nan,-16.644868004193825,nan,1.0492073893977574,nan,1.049248492443175,nan,1.0004160413705676,nan,1.000465136043846,nan
W UW TH,3,-14.748281565897337,nan,-14.746328046007797,nan,-14.343194852551997,nan,-14.332372649907374,nan,1.0533304710195028,nan,1.0533654443739493,nan,1.0009505149141271,nan,1.0009702776639073,nan
W UW V,3,-13.429533246978973,nan,-13.428678576661241,nan,-14.123236613514154,nan,-14.088431519281016,nan,1.0697846208248019,nan,1.0697951321717614,nan,1.0008741615507615,nan,1.000898114575327,nan
W UW ZH,3,-15.98688104753284,nan,-15.981259932860095,nan,-14.989384743344896,nan,-15.069701698577843,nan,1.0476803221304443,nan,1.0477236954317772,nan,1.000530571415616,nan,1.0005733806767163,nan
Y AO CH,3,-14.62208175096185,nan,-14.620401569537037,nan,-17.98183985935121,nan,-17.590528098434127,nan,1.0508695090194524,nan,1.0509080552127361,nan,1.0004150658385818,nan,1.0004642640367516,nan
Y AO D,3,-12.779253073120323,nan,-12.77844272359048,nan,-14.55273159732481,nan,-14.513481877242418,nan,1.0799983171434502,nan,1.07999355820515,nan,1.0008350093370928,nan,1.0008611610239426,nan
Y AO G,3,-13.857600422539033,nan,-13.856472485154443,nan,-15.762344127331573,nan,-15.733917561401004,nan,1.060031912623331,nan,1.0600568372811232,nan,1.0011785994722384,nan,1.0011858949225534,nan
Y AO NG,3,-14.168499707993515,nan,-14.167196303918454,nan,-13.479386515724391,nan,-13.465375613874912,nan,1.0541527036441756,nan,1.0541863687872415,nan,1.001484012925701,nan,1.0014745472768742,nan
Y AO SH,3,-13.654394317430523,nan,-13.653354877696263,nan,-17.023250723705203,nan,-16.918754992012396,nan,1.0512512758362806,nan,1.0512892544655854,nan,1.0006441259286787,nan,1.0006807533024922,nan
Y AO TH,3,-14.994990575874757,nan,-14.992843610897992,nan,-15.297509359643765,nan,-15.284472945748494,nan,1.049609678523919,nan,1.0496500976783327,nan,1.0004914192019474,nan,1.0005364271253316,nan
Y AW CH,3,-15.802972436885657,nan,-15.800232068541376,nan,-inf,nan,-17.77221493606999,nan,1.0266732251465394,nan,1.0267472844766228,nan,1.0001527067267313,nan,1.0002160532621933,nan
Y AW D,3,-13.96014375904413,nan,-13.95827322259482,nan,-inf,nan,-16.361047938217332,nan,1.0558020332705371,nan,1.0558327874690367,nan,1.0004962968618767,nan,1.0005407871608043,nan
Y AW JH,3,-15.306940290531871,nan,-15.304603989281237,nan,-inf,nan,-19.34826701890871,nan,1.0288492960024604,nan,1.0289201202178646,nan,1.0000381766816828,nan,1.0001078086293231,nan
Y AW R,3,-13.510782447891952,nan,-13.508971183622046,nan,-inf,nan,-18.784850027836548,nan,1.0959639024008725,nan,1.0959349488688006,nan,1.0002672367717798,nan,1.0003242978950637,nan
Y AW T,3,-13.27513639732215,nan,-13.27334706827706,nan,-inf,nan,-14.771074096064428,nan,1.08229665035842,nan,1.0822880156167898,nan,1.0005726502252423,nan,1.0006129502493843,nan
Y AW TH,3,-16.175881261798565,nan,-16.172674109902328,nan,-inf,nan,-17.422999002971856,nan,1.025413394651006,nan,1.0254893269422194,nan,1.0004581201801939,nan,1.0005047056165142,nan
Y AW Z,3,-15.018943406177602,nan,-15.016764597549653,nan,-inf,nan,-16.4250996518334,nan,1.0382025830147534,nan,1.0382595019126766,nan,1.0003817668168282,nan,1.000432542527934,nan
Z UW B,3,-12.752865026901974,nan,-12.752288579512337,nan,-18.08581445917447,nan,-18.028767346756112,nan,1.0510897965683206,nan,1.0511276925115882,nan,1.001181526068196,nan,1.001188510943837,nan
Z UW DH,3,-15.702633088757423,nan,-15.697259049523073,nan,-19.237383995032094,nan,-19.174972390793265,nan,1.0287946144655489,nan,1.0288656561451794,nan,1.000265285707808,nan,1.0003225538808747,nan
Z UW SH,3,-13.143950888510787,nan,-13.143247301100256,nan,-17.060175581271764,nan,-17.011945737809718,nan,1.034559293399656,nan,1.0346217648632063,nan,1.0003034623894909,nan,1.0003586354251648,nan
Z UW TH,3,-14.484547146955022,nan,-14.482736034301983,nan,-16.890146730288258,nan,-16.862477036506814,nan,1.0329176960872943,nan,1.0329826080759537,nan,1.0007997592513675,nan,1.000827695500936,nan
Z UW V,3,-13.165798828036657,nan,-13.165086564955427,nan,-16.670188491250414,nan,-16.618535905880456,nan,1.0493718458925934,nan,1.0494122958737657,nan,1.000723405888002,nan,1.0007555324123558,nan
Z UW ZH,3,-15.723146628590525,nan,-15.71766792115428,nan,-17.53633662108116,nan,-17.599806085177285,nan,1.0272675471982358,nan,1.0273408591337816,nan,1.0003798157528565,nan,1.000430798513745,nan
B AH L,3,-8.920646747881365,nan,-8.920895341470574,nan,-7.537242146034028,nan,-7.552680369605293,nan,1.2004968291478024,nan,1.2003146986540747,nan,1.014180394816557,nan,1.013476950672475,nan
B AY N,3,-10.745198190193634,nan,-10.745108178050915,nan,-10.28996080201668,nan,-10.306497653832405,nan,1.1771785370117076,nan,1.177030166877938,nan,1.0063457521154635,nan,1.006070748765097,nan
B AY S,3,-10.939187834660661,nan,-10.939081201249987,nan,-11.302878693425214,nan,-11.314207583550122,nan,1.1670235396840754,nan,1.1668902667521421,nan,1.003558854352617,nan,1.0034367960319202,nan
B ER S,3,-10.149724194279308,nan,-10.149841411963,nan,-10.436559246196099,nan,-10.450014976961072,nan,1.1678150069135633,nan,1.1676805723369683,nan,1.005625760589412,nan,1.005389995462605,nan
B IY L,3,-9.831606431347264,nan,-9.831774761024512,nan,-11.149790984020132,nan,-11.158915769968164,nan,1.1643154700855027,nan,1.1641864433477371,nan,1.0056610106751371,nan,1.0054234609856116,nan
B IY S,3,-9.822420325744975,nan,-9.822589525289633,nan,-11.215090817165395,nan,-11.22431854011963,nan,1.1786317257165633,nan,1.1784814153295922,nan,1.0060427774919656,nan,1.0057842764285125,nan
CH AH N,3,-10.076244292952193,nan,-10.075742495965313,nan,-9.464283858127693,nan,-9.499470331252553,nan,1.1801880278732926,nan,1.1800351937168607,nan,1.020800438325226,nan,1.019730936680568,nan
CH AY N,3,-12.103971485333776,nan,-12.103113591479607,nan,-12.460085577979374,nan,-12.463621648739952,nan,1.1323984827785047,nan,1.1323157898330731,nan,1.0044989952466585,nan,1.0043241172686972,nan
CH IY N,3,-10.98720397641809,nan,-10.986621915519253,nan,-12.501407857508486,nan,-12.522886653368836,nan,1.1440066688109927,nan,1.1439069384105232,nan,1.0035039626929403,nan,1.0033838170994187,nan
D AH S,3,-8.42740525957769,nan,-8.427756673217829,nan,-8.756798807258559,nan,-8.767799576829832,nan,1.2246051908349043,nan,1.2243874149855218,nan,1.0090054379174451,nan,1.0085851207731755,nan
D AY P,3,-11.13554060674179,nan,-11.135444054462575,nan,-12.681180340987188,nan,-12.688415888744302,nan,1.1321871048528904,nan,1.132105818443632,nan,1.0055989334598006,nan,1.0053660152675066,nan
D AY T,3,-10.322461629368116,nan,-10.322468657650504,nan,-9.85464300600953,nan,-9.871086896447002,nan,1.1594070788927469,nan,1.1592853251717987,nan,1.0078513576790875,nan,1.0074948263806223,nan
D ER S,3,-9.665668811577923,nan,-9.665887979445134,nan,-10.236518706663183,nan,-10.247955474770691,nan,1.1776071129696044,nan,1.1774583166865604,nan,1.004871982275614,nan,1.004677084647748,nan
D IY K,3,-9.574244800855945,nan,-9.574490875754911,nan,-11.229266164966239,nan,-11.238125147573722,nan,1.1615092711862105,nan,1.161384612353297,nan,1.0067936292098059,nan,1.006494571222086,nan
